table_name,policy_name,permissive,roles,cmd,using_expr,with_check_expr
safety_asset_evidence,p_evidence_write,PERMISSIVE,authenticated,ALL,"(has_safety_role(auth.uid(), 'admin'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'safety_head'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'safety_officer'::safety_app_role, NULL::uuid))","(has_safety_role(auth.uid(), 'admin'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'safety_head'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'safety_officer'::safety_app_role, NULL::uuid))"
safety_asset_evidence,p_evidence_read,PERMISSIVE,authenticated,SELECT,"(has_safety_role(auth.uid(), 'admin'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'safety_head'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'safety_officer'::safety_app_role, NULL::uuid))",""
safety_assets,p_assets_write,PERMISSIVE,authenticated,ALL,"(has_safety_role(auth.uid(), 'admin'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'safety_head'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'safety_officer'::safety_app_role, NULL::uuid))","(has_safety_role(auth.uid(), 'admin'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'safety_head'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'safety_officer'::safety_app_role, NULL::uuid))"
safety_assets,p_assets_read,PERMISSIVE,authenticated,SELECT,"(has_safety_role(auth.uid(), 'admin'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'safety_head'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'safety_officer'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'auditor'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'manager'::safety_app_role, business_unit_id) OR has_safety_role(auth.uid(), 'bu_head'::safety_app_role, business_unit_id) OR has_safety_role(auth.uid(), 'supervisor'::safety_app_role, business_unit_id))",""
safety_audit_log,Safety admins read audit log,PERMISSIVE,authenticated,SELECT,"has_safety_role(auth.uid(), 'admin'::safety_app_role)",""
safety_audit_run_responses,p_audit_resp_write,PERMISSIVE,authenticated,ALL,"(EXISTS ( SELECT 1
   FROM safety_audit_runs r
  WHERE ((r.id = safety_audit_run_responses.run_id) AND (r.status = 'draft'::safety_audit_run_status) AND ((r.conducted_by = auth.uid()) OR has_safety_role(auth.uid(), 'admin'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'safety_head'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'safety_officer'::safety_app_role, NULL::uuid)))))","(EXISTS ( SELECT 1
   FROM safety_audit_runs r
  WHERE ((r.id = safety_audit_run_responses.run_id) AND (r.status = 'draft'::safety_audit_run_status) AND ((r.conducted_by = auth.uid()) OR has_safety_role(auth.uid(), 'admin'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'safety_head'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'safety_officer'::safety_app_role, NULL::uuid)))))"
safety_audit_run_responses,p_audit_resp_read,PERMISSIVE,authenticated,SELECT,"(EXISTS ( SELECT 1
   FROM safety_audit_runs r
  WHERE ((r.id = safety_audit_run_responses.run_id) AND (has_safety_role(auth.uid(), 'admin'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'safety_head'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'safety_officer'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'auditor'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'manager'::safety_app_role, r.business_unit_id) OR has_safety_role(auth.uid(), 'bu_head'::safety_app_role, r.business_unit_id) OR has_safety_role(auth.uid(), 'supervisor'::safety_app_role, r.business_unit_id) OR (r.conducted_by = auth.uid())))))",""
safety_audit_runs,p_audit_runs_delete,PERMISSIVE,authenticated,DELETE,"((status = 'draft'::safety_audit_run_status) AND ((conducted_by = auth.uid()) OR has_safety_role(auth.uid(), 'admin'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'safety_head'::safety_app_role, NULL::uuid)))",""
safety_audit_runs,p_audit_runs_insert,PERMISSIVE,authenticated,INSERT,"","(has_safety_role(auth.uid(), 'admin'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'safety_head'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'safety_officer'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'auditor'::safety_app_role, NULL::uuid))"
safety_audit_runs,p_audit_runs_read,PERMISSIVE,authenticated,SELECT,"(has_safety_role(auth.uid(), 'admin'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'safety_head'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'safety_officer'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'auditor'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'manager'::safety_app_role, business_unit_id) OR has_safety_role(auth.uid(), 'bu_head'::safety_app_role, business_unit_id) OR has_safety_role(auth.uid(), 'supervisor'::safety_app_role, business_unit_id) OR (conducted_by = auth.uid()))",""
safety_audit_runs,p_audit_runs_update,PERMISSIVE,authenticated,UPDATE,"((status = 'draft'::safety_audit_run_status) AND ((conducted_by = auth.uid()) OR has_safety_role(auth.uid(), 'admin'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'safety_head'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'safety_officer'::safety_app_role, NULL::uuid)))","((status = 'draft'::safety_audit_run_status) AND ((conducted_by = auth.uid()) OR has_safety_role(auth.uid(), 'admin'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'safety_head'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'safety_officer'::safety_app_role, NULL::uuid)))"
safety_audit_template_items,p_audit_items_write,PERMISSIVE,authenticated,ALL,"(has_safety_role(auth.uid(), 'admin'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'safety_head'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'safety_officer'::safety_app_role, NULL::uuid))","(has_safety_role(auth.uid(), 'admin'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'safety_head'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'safety_officer'::safety_app_role, NULL::uuid))"
safety_audit_template_items,p_audit_items_read,PERMISSIVE,authenticated,SELECT,"(EXISTS ( SELECT 1
   FROM safety_audit_templates t
  WHERE (t.id = safety_audit_template_items.template_id)))",""
safety_audit_templates,p_audit_tpl_write,PERMISSIVE,authenticated,ALL,"(has_safety_role(auth.uid(), 'admin'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'safety_head'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'safety_officer'::safety_app_role, NULL::uuid))","(has_safety_role(auth.uid(), 'admin'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'safety_head'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'safety_officer'::safety_app_role, NULL::uuid))"
safety_audit_templates,p_audit_tpl_read,PERMISSIVE,authenticated,SELECT,"(has_safety_role(auth.uid(), 'admin'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'safety_head'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'safety_officer'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'auditor'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'manager'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'bu_head'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'supervisor'::safety_app_role, NULL::uuid))",""
safety_drill_findings,drill_findings_write,PERMISSIVE,authenticated,ALL,"(has_safety_role(auth.uid(), 'admin'::safety_app_role) OR has_safety_role(auth.uid(), 'safety_head'::safety_app_role) OR has_safety_role(auth.uid(), 'safety_officer'::safety_app_role) OR has_safety_role(auth.uid(), 'bu_head'::safety_app_role) OR has_safety_role(auth.uid(), 'supervisor'::safety_app_role))","(has_safety_role(auth.uid(), 'admin'::safety_app_role) OR has_safety_role(auth.uid(), 'safety_head'::safety_app_role) OR has_safety_role(auth.uid(), 'safety_officer'::safety_app_role) OR has_safety_role(auth.uid(), 'bu_head'::safety_app_role) OR has_safety_role(auth.uid(), 'supervisor'::safety_app_role))"
safety_drill_findings,drill_findings_read,PERMISSIVE,authenticated,SELECT,has_any_safety_role(auth.uid()),""
safety_drill_participants,drill_participants_write,PERMISSIVE,authenticated,ALL,"(has_safety_role(auth.uid(), 'admin'::safety_app_role) OR has_safety_role(auth.uid(), 'safety_head'::safety_app_role) OR has_safety_role(auth.uid(), 'safety_officer'::safety_app_role) OR has_safety_role(auth.uid(), 'bu_head'::safety_app_role) OR has_safety_role(auth.uid(), 'supervisor'::safety_app_role))","(has_safety_role(auth.uid(), 'admin'::safety_app_role) OR has_safety_role(auth.uid(), 'safety_head'::safety_app_role) OR has_safety_role(auth.uid(), 'safety_officer'::safety_app_role) OR has_safety_role(auth.uid(), 'bu_head'::safety_app_role) OR has_safety_role(auth.uid(), 'supervisor'::safety_app_role))"
safety_drill_participants,drill_participants_read,PERMISSIVE,authenticated,SELECT,has_any_safety_role(auth.uid()),""
safety_drill_runs,safety_drill_runs admin/safety_head select,PERMISSIVE,authenticated,SELECT,"(has_role(auth.uid(), 'admin'::app_role) OR has_safety_role(auth.uid(), 'admin'::safety_app_role) OR has_safety_role(auth.uid(), 'safety_head'::safety_app_role))",""
safety_emergency_contacts,contacts_write_admins,PERMISSIVE,authenticated,ALL,"(has_safety_role(auth.uid(), 'admin'::safety_app_role) OR has_safety_role(auth.uid(), 'safety_head'::safety_app_role))","(has_safety_role(auth.uid(), 'admin'::safety_app_role) OR has_safety_role(auth.uid(), 'safety_head'::safety_app_role))"
safety_emergency_contacts,contacts_read_any_safety_role,PERMISSIVE,authenticated,SELECT,has_any_safety_role(auth.uid()),""
safety_emergency_drills,drills_delete_admins,PERMISSIVE,authenticated,DELETE,"(has_safety_role(auth.uid(), 'admin'::safety_app_role) OR has_safety_role(auth.uid(), 'safety_head'::safety_app_role))",""
safety_emergency_drills,drills_insert_authorized,PERMISSIVE,authenticated,INSERT,"","(has_safety_role(auth.uid(), 'admin'::safety_app_role) OR has_safety_role(auth.uid(), 'safety_head'::safety_app_role) OR has_safety_role(auth.uid(), 'safety_officer'::safety_app_role) OR has_safety_role(auth.uid(), 'bu_head'::safety_app_role) OR has_safety_role(auth.uid(), 'supervisor'::safety_app_role))"
safety_emergency_drills,drills_read_any_safety_role,PERMISSIVE,authenticated,SELECT,has_any_safety_role(auth.uid()),""
safety_emergency_drills,drills_update_authorized,PERMISSIVE,authenticated,UPDATE,"(has_safety_role(auth.uid(), 'admin'::safety_app_role) OR has_safety_role(auth.uid(), 'safety_head'::safety_app_role) OR has_safety_role(auth.uid(), 'safety_officer'::safety_app_role) OR has_safety_role(auth.uid(), 'bu_head'::safety_app_role) OR has_safety_role(auth.uid(), 'supervisor'::safety_app_role))",""
safety_incident_evidence,Delete own evidence or admin,PERMISSIVE,authenticated,DELETE,"((uploaded_by = auth.uid()) OR has_safety_role(auth.uid(), 'admin'::safety_app_role))",""
safety_incident_evidence,Upload evidence on visible incidents,PERMISSIVE,authenticated,INSERT,"",(can_view_safety_incident(incident_id) AND (uploaded_by = auth.uid()))
safety_incident_evidence,View evidence for visible incidents,PERMISSIVE,authenticated,SELECT,can_view_safety_incident(incident_id),""
safety_incident_progress_logs,Log progress on visible incidents,PERMISSIVE,authenticated,INSERT,"",(can_view_safety_incident(incident_id) AND (logged_by = auth.uid()))
safety_incident_progress_logs,View progress for visible incidents,PERMISSIVE,authenticated,SELECT,can_view_safety_incident(incident_id),""
safety_incident_routing_rules,safety_routing_admin_write,PERMISSIVE,authenticated,ALL,"(has_safety_role(auth.uid(), 'admin'::safety_app_role) OR has_safety_role(auth.uid(), 'safety_head'::safety_app_role))","(has_safety_role(auth.uid(), 'admin'::safety_app_role) OR has_safety_role(auth.uid(), 'safety_head'::safety_app_role))"
safety_incident_routing_rules,safety_routing_read,PERMISSIVE,authenticated,SELECT,true,""
safety_incident_severities,safety_incident_severities_admin_write,PERMISSIVE,authenticated,ALL,"(has_safety_role(auth.uid(), 'admin'::safety_app_role) OR has_safety_role(auth.uid(), 'safety_head'::safety_app_role))","(has_safety_role(auth.uid(), 'admin'::safety_app_role) OR has_safety_role(auth.uid(), 'safety_head'::safety_app_role))"
safety_incident_severities,safety_incident_severities_read,PERMISSIVE,authenticated,SELECT,true,""
safety_incident_sla_rules,safety_sla_rules_admin_write,PERMISSIVE,authenticated,ALL,"(has_safety_role(auth.uid(), 'admin'::safety_app_role) OR has_safety_role(auth.uid(), 'safety_head'::safety_app_role))","(has_safety_role(auth.uid(), 'admin'::safety_app_role) OR has_safety_role(auth.uid(), 'safety_head'::safety_app_role))"
safety_incident_sla_rules,safety_sla_rules_read,PERMISSIVE,authenticated,SELECT,true,""
safety_incident_timeline,View timeline for visible incidents,PERMISSIVE,authenticated,SELECT,can_view_safety_incident(incident_id),""
safety_incident_types,safety_incident_types_admin_write,PERMISSIVE,authenticated,ALL,"(has_safety_role(auth.uid(), 'admin'::safety_app_role) OR has_safety_role(auth.uid(), 'safety_head'::safety_app_role))","(has_safety_role(auth.uid(), 'admin'::safety_app_role) OR has_safety_role(auth.uid(), 'safety_head'::safety_app_role))"
safety_incident_types,safety_incident_types_read,PERMISSIVE,authenticated,SELECT,true,""
safety_incidents,Safety admins delete incidents,PERMISSIVE,authenticated,DELETE,"has_safety_role(auth.uid(), 'admin'::safety_app_role)",""
safety_incidents,Authenticated users can report incidents,PERMISSIVE,authenticated,INSERT,"",((auth.uid() IS NOT NULL) AND (reporter_id = auth.uid()))
safety_incidents,Safety users can view incidents in scope,PERMISSIVE,authenticated,SELECT,can_view_safety_incident(id),""
safety_incidents,Safety officers/admins update incident metadata,PERMISSIVE,authenticated,UPDATE,"(has_safety_role(auth.uid(), 'admin'::safety_app_role) OR has_safety_role(auth.uid(), 'safety_head'::safety_app_role) OR has_safety_role(auth.uid(), 'safety_officer'::safety_app_role) OR (assigned_to = auth.uid()))","(has_safety_role(auth.uid(), 'admin'::safety_app_role) OR has_safety_role(auth.uid(), 'safety_head'::safety_app_role) OR has_safety_role(auth.uid(), 'safety_officer'::safety_app_role) OR (assigned_to = auth.uid()))"
safety_master_data,safety_master_data_delete,PERMISSIVE,authenticated,DELETE,"(has_safety_role(auth.uid(), 'admin'::safety_app_role) OR has_safety_role(auth.uid(), 'safety_head'::safety_app_role))",""
safety_master_data,safety_master_data_insert,PERMISSIVE,authenticated,INSERT,"","(has_safety_role(auth.uid(), 'admin'::safety_app_role) OR has_safety_role(auth.uid(), 'safety_head'::safety_app_role))"
safety_master_data,safety_master_data_read,PERMISSIVE,authenticated,SELECT,has_safety_module_access(auth.uid()),""
safety_master_data,safety_master_data_update,PERMISSIVE,authenticated,UPDATE,"(has_safety_role(auth.uid(), 'admin'::safety_app_role) OR has_safety_role(auth.uid(), 'safety_head'::safety_app_role))","(has_safety_role(auth.uid(), 'admin'::safety_app_role) OR has_safety_role(auth.uid(), 'safety_head'::safety_app_role))"
safety_module_access,Admins manage all safety access,PERMISSIVE,authenticated,ALL,"has_role(auth.uid(), 'admin'::app_role)","has_role(auth.uid(), 'admin'::app_role)"
safety_module_access,Users read own safety access,PERMISSIVE,authenticated,SELECT,"((user_id = auth.uid()) OR has_role(auth.uid(), 'admin'::app_role))",""
safety_notifications,safety_notif_admin_insert,PERMISSIVE,authenticated,INSERT,"","(has_safety_role(auth.uid(), 'admin'::safety_app_role) OR has_safety_role(auth.uid(), 'safety_head'::safety_app_role))"
safety_notifications,safety_notif_select_own,PERMISSIVE,authenticated,SELECT,(recipient_id = auth.uid()),""
safety_notifications,safety_notif_update_own,PERMISSIVE,authenticated,UPDATE,(recipient_id = auth.uid()),(recipient_id = auth.uid())
safety_permission_keys,spk_write,PERMISSIVE,authenticated,ALL,"has_safety_role(auth.uid(), 'admin'::safety_app_role)","has_safety_role(auth.uid(), 'admin'::safety_app_role)"
safety_permission_keys,spk_read,PERMISSIVE,authenticated,SELECT,true,""
safety_permit_approvals,permit_approvals_select,PERMISSIVE,authenticated,SELECT,"(EXISTS ( SELECT 1
   FROM safety_permits p
  WHERE ((p.id = safety_permit_approvals.permit_id) AND (has_safety_role(auth.uid(), 'admin'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'safety_head'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'safety_officer'::safety_app_role, NULL::uuid) OR (p.requested_by = auth.uid()) OR is_permit_approver(auth.uid(), p.id) OR has_safety_role(auth.uid(), 'manager'::safety_app_role, p.business_unit_id) OR has_safety_role(auth.uid(), 'bu_head'::safety_app_role, p.business_unit_id)))))",""
safety_permit_approvals,permit_approvals_update,PERMISSIVE,authenticated,UPDATE,"(has_safety_role(auth.uid(), 'admin'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), approver_role, NULL::uuid))",""
safety_permit_evidence,permit_evidence_insert,PERMISSIVE,authenticated,INSERT,"","((uploaded_by = auth.uid()) AND (EXISTS ( SELECT 1
   FROM safety_permits p
  WHERE ((p.id = safety_permit_evidence.permit_id) AND (has_safety_role(auth.uid(), 'admin'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'safety_head'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'safety_officer'::safety_app_role, NULL::uuid) OR (p.requested_by = auth.uid()) OR is_permit_approver(auth.uid(), p.id) OR has_safety_role(auth.uid(), 'manager'::safety_app_role, p.business_unit_id) OR has_safety_role(auth.uid(), 'bu_head'::safety_app_role, p.business_unit_id))))))"
safety_permit_evidence,permit_evidence_select,PERMISSIVE,authenticated,SELECT,"(EXISTS ( SELECT 1
   FROM safety_permits p
  WHERE ((p.id = safety_permit_evidence.permit_id) AND (has_safety_role(auth.uid(), 'admin'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'safety_head'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'safety_officer'::safety_app_role, NULL::uuid) OR (p.requested_by = auth.uid()) OR is_permit_approver(auth.uid(), p.id) OR has_safety_role(auth.uid(), 'manager'::safety_app_role, p.business_unit_id) OR has_safety_role(auth.uid(), 'bu_head'::safety_app_role, p.business_unit_id)))))",""
safety_permit_hira,permit_hira_write,PERMISSIVE,authenticated,ALL,"(EXISTS ( SELECT 1
   FROM safety_permits p
  WHERE ((p.id = safety_permit_hira.permit_id) AND (has_safety_role(auth.uid(), 'admin'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'safety_head'::safety_app_role, NULL::uuid) OR ((p.requested_by = auth.uid()) AND (p.status = 'draft'::safety_permit_status))))))","(EXISTS ( SELECT 1
   FROM safety_permits p
  WHERE ((p.id = safety_permit_hira.permit_id) AND (has_safety_role(auth.uid(), 'admin'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'safety_head'::safety_app_role, NULL::uuid) OR ((p.requested_by = auth.uid()) AND (p.status = 'draft'::safety_permit_status))))))"
safety_permit_hira,permit_hira_select,PERMISSIVE,public,SELECT,"(EXISTS ( SELECT 1
   FROM safety_permits p
  WHERE ((p.id = safety_permit_hira.permit_id) AND (has_safety_role(auth.uid(), 'admin'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'safety_head'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'safety_officer'::safety_app_role, NULL::uuid) OR (p.requested_by = auth.uid()) OR is_permit_approver(auth.uid(), p.id) OR has_safety_role(auth.uid(), 'manager'::safety_app_role, p.business_unit_id) OR has_safety_role(auth.uid(), 'bu_head'::safety_app_role, p.business_unit_id)))))",""
safety_permit_loto_steps,permit_loto_write,PERMISSIVE,authenticated,ALL,"(EXISTS ( SELECT 1
   FROM safety_permits p
  WHERE ((p.id = safety_permit_loto_steps.permit_id) AND ((p.requested_by = auth.uid()) OR is_permit_approver(auth.uid(), p.id) OR has_safety_role(auth.uid(), 'admin'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'safety_head'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'safety_officer'::safety_app_role, NULL::uuid)))))","(EXISTS ( SELECT 1
   FROM safety_permits p
  WHERE ((p.id = safety_permit_loto_steps.permit_id) AND ((p.requested_by = auth.uid()) OR is_permit_approver(auth.uid(), p.id) OR has_safety_role(auth.uid(), 'admin'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'safety_head'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'safety_officer'::safety_app_role, NULL::uuid)))))"
safety_permit_loto_steps,permit_loto_select,PERMISSIVE,public,SELECT,"(EXISTS ( SELECT 1
   FROM safety_permits p
  WHERE ((p.id = safety_permit_loto_steps.permit_id) AND (has_safety_role(auth.uid(), 'admin'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'safety_head'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'safety_officer'::safety_app_role, NULL::uuid) OR (p.requested_by = auth.uid()) OR is_permit_approver(auth.uid(), p.id) OR has_safety_role(auth.uid(), 'manager'::safety_app_role, p.business_unit_id) OR has_safety_role(auth.uid(), 'bu_head'::safety_app_role, p.business_unit_id)))))",""
safety_permit_type_config,permit_type_config_admin_write,PERMISSIVE,authenticated,ALL,"has_safety_role(auth.uid(), 'admin'::safety_app_role, NULL::uuid)","has_safety_role(auth.uid(), 'admin'::safety_app_role, NULL::uuid)"
safety_permit_type_config,permit_type_config_read,PERMISSIVE,authenticated,SELECT,has_any_safety_role(auth.uid()),""
safety_permits,permits_delete_admin,PERMISSIVE,authenticated,DELETE,"has_safety_role(auth.uid(), 'admin'::safety_app_role, NULL::uuid)",""
safety_permits,permits_insert,PERMISSIVE,authenticated,INSERT,"",((requested_by = auth.uid()) AND has_any_safety_role(auth.uid()))
safety_permits,permits_select,PERMISSIVE,authenticated,SELECT,"(has_safety_role(auth.uid(), 'admin'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'safety_head'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'safety_officer'::safety_app_role, NULL::uuid) OR (requested_by = auth.uid()) OR is_permit_approver(auth.uid(), id) OR has_safety_role(auth.uid(), 'manager'::safety_app_role, business_unit_id) OR has_safety_role(auth.uid(), 'bu_head'::safety_app_role, business_unit_id))",""
safety_permits,permits_update,PERMISSIVE,authenticated,UPDATE,"(has_safety_role(auth.uid(), 'admin'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'safety_head'::safety_app_role, NULL::uuid) OR ((requested_by = auth.uid()) AND (status = 'draft'::safety_permit_status)) OR is_permit_approver(auth.uid(), id))","(has_safety_role(auth.uid(), 'admin'::safety_app_role, NULL::uuid) OR has_safety_role(auth.uid(), 'safety_head'::safety_app_role, NULL::uuid) OR ((requested_by = auth.uid()) AND (status = ANY (ARRAY['draft'::safety_permit_status, 'active'::safety_permit_status]))) OR is_permit_approver(auth.uid(), id))"
safety_role_permissions,srp_write,PERMISSIVE,authenticated,ALL,"has_safety_role(auth.uid(), 'admin'::safety_app_role)","has_safety_role(auth.uid(), 'admin'::safety_app_role)"
safety_role_permissions,srp_read,PERMISSIVE,authenticated,SELECT,true,""
safety_settings,safety_settings_write,PERMISSIVE,authenticated,ALL,"(has_safety_role(auth.uid(), 'admin'::safety_app_role) OR has_safety_role(auth.uid(), 'safety_head'::safety_app_role))","(has_safety_role(auth.uid(), 'admin'::safety_app_role) OR has_safety_role(auth.uid(), 'safety_head'::safety_app_role))"
safety_settings,safety_settings_select,PERMISSIVE,authenticated,SELECT,true,""
safety_severity_sla,Safety admins can manage SLA matrix,PERMISSIVE,authenticated,ALL,"has_safety_role(auth.uid(), 'admin'::safety_app_role)","has_safety_role(auth.uid(), 'admin'::safety_app_role)"
safety_severity_sla,Safety users can read SLA matrix,PERMISSIVE,authenticated,SELECT,has_safety_module_access(auth.uid()),""
safety_sla_escalations,safety_sla_esc_select_safety_roles,PERMISSIVE,authenticated,SELECT,has_any_safety_role(auth.uid()),""
safety_user_permission_overrides,supo_write,PERMISSIVE,authenticated,ALL,"has_safety_role(auth.uid(), 'admin'::safety_app_role)","has_safety_role(auth.uid(), 'admin'::safety_app_role)"
safety_user_permission_overrides,supo_read,PERMISSIVE,authenticated,SELECT,"((user_id = auth.uid()) OR has_safety_role(auth.uid(), 'admin'::safety_app_role))",""
safety_user_roles,Safety admins manage safety roles,PERMISSIVE,authenticated,ALL,"has_safety_role(auth.uid(), 'admin'::safety_app_role)","has_safety_role(auth.uid(), 'admin'::safety_app_role)"
safety_user_roles,Safety admins and heads can view all safety roles,PERMISSIVE,authenticated,SELECT,"(has_safety_role(auth.uid(), 'admin'::safety_app_role) OR has_safety_role(auth.uid(), 'safety_head'::safety_app_role))",""
safety_user_roles,Users can view their own safety roles,PERMISSIVE,authenticated,SELECT,(user_id = auth.uid()),""
sensitive_fields,sensitive_fields_write_platform_owner,PERMISSIVE,authenticated,ALL,"has_role(auth.uid(), 'platform_owner'::app_role)","has_role(auth.uid(), 'platform_owner'::app_role)"
sensitive_fields,sensitive_fields_read_authenticated,PERMISSIVE,authenticated,SELECT,true,""
skill_competencies,Admins have full access to competencies,PERMISSIVE,authenticated,ALL,"has_role(auth.uid(), 'admin'::app_role)","has_role(auth.uid(), 'admin'::app_role)"
skill_competencies,Managers can insert team competencies,PERMISSIVE,authenticated,INSERT,"","(has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'manager'::app_role))"
skill_competencies,Employees can view own competencies,PERMISSIVE,authenticated,SELECT,(employee_id = auth.uid()),""
skill_competencies,Management can view all competencies,PERMISSIVE,authenticated,SELECT,"has_role(auth.uid(), 'management'::app_role)",""
skill_competencies,Managers can view team competencies,PERMISSIVE,authenticated,SELECT,"(EXISTS ( SELECT 1
   FROM profiles p
  WHERE ((p.id = skill_competencies.employee_id) AND (p.reporting_manager_id = auth.uid()))))",""
skill_competencies,Managers can update team competencies,PERMISSIVE,authenticated,UPDATE,"(has_role(auth.uid(), 'admin'::app_role) OR (EXISTS ( SELECT 1
   FROM profiles p
  WHERE ((p.id = skill_competencies.employee_id) AND (p.reporting_manager_id = auth.uid())))))",""
sub_branches,Admins can manage sub_branches,PERMISSIVE,authenticated,ALL,"has_role(auth.uid(), 'admin'::app_role)",""
sub_branches,Authenticated users can view sub_branches,PERMISSIVE,authenticated,SELECT,true,""
sub_period_submissions,Admins can manage all sub-period submissions,PERMISSIVE,public,ALL,"has_role(auth.uid(), 'admin'::app_role)",""
sub_period_submissions,Employees can create their own sub-period submissions,PERMISSIVE,authenticated,INSERT,"","((EXISTS ( SELECT 1
   FROM kpis
  WHERE ((kpis.id = sub_period_submissions.kpi_id) AND (kpis.employee_id = auth.uid())))) AND (manager_achieved_value IS NULL) AND (skip_level_achieved_value IS NULL) AND (hr_pms_achieved_value IS NULL) AND (admin_achieved_value IS NULL) AND (auditor_achieved_value IS NULL) AND (management_achieved_value IS NULL))"
sub_period_submissions,Auditors can view all sub-period submissions,PERMISSIVE,public,SELECT,"has_role(auth.uid(), 'auditor'::app_role)",""
sub_period_submissions,Employees can view their own sub-period submissions,PERMISSIVE,public,SELECT,"(EXISTS ( SELECT 1
   FROM kpis
  WHERE ((kpis.id = sub_period_submissions.kpi_id) AND (kpis.employee_id = auth.uid()))))",""
sub_period_submissions,HR PMS can view all sub-period submissions,PERMISSIVE,public,SELECT,"has_role(auth.uid(), 'hr_pms'::app_role)",""
